Index,Query(한글),LLM Output,Functions
8LDNOM,천호동의 목요일 날씨 정보 표시해줄래 그리고 오늘 저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,"<function_MO>(timeframe=6, location=천호동);<function_MR>()<end>","['function_MO', 'function_MR']"
8LSZZZ,고정 공기 청정 가동 시작해줘 그리고 멕시코시티의 화요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=4, location=멕시코시티)<end>","['function_PG', 'function_MO']"
8MOXDT,수요일 날씨 좀,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
8MPITZ,마나마 화요일 날씨 보여줘,"<function_MO>(timeframe=4, location=""마나마"")<end>",['function_MO']
8MTWHK,일요일 레이캬비크 날씨 어때요,"<function_MO>(timeframe=9, location=""레이캬비크"")<end>",['function_MO']
8NMNWU,스포케인 주말 날씨 보여줘,"<function_MO>(timeframe=2, location=""스포케인"")<end>",['function_MO']
8OTNBI,스테이션 위치로 복귀하세요 그 다음에 주말 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=2, location=""0"")<end>","['function_KI', 'function_MO']"
8PFFJG,일요일 바르셀로나 날씨 많이 더울까,"<function_MO>(timeframe=9, location=""바르셀로나"")<end>",['function_MO']
8POMNQ,월요일 쿠알라룸푸르 날씨 어때,"<function_MO>(timeframe=3, location=""쿠알라룸푸르"")<end>",['function_MO']
8QCRLY,치앙마이 내일 날씨 알려주세요,"<function_MO>(timeframe=1, location=""치앙마이"")<end>",['function_MO']
8QPXZC,화요일 종로구 날씨 알려줘,"<function_MO>(timeframe=4, location=""종로구"")<end>",['function_MO']
8SMQTL,청정 켜봐 그러고 나서 오늘 날씨 어때,"<function_PG>();<function_MO>(timeframe=0, location=""0"")<end>","['function_PG', 'function_MO']"
8SMWJJ,수요일 날씨 더워,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
8TBETI,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야 또 금요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=7, location=""0"")<end>","['function_MR', 'function_MO']"
8TGZOR,스테이션 위치로 복귀하세요 또 강릉의 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=0, location=강릉)<end>","['function_KI', 'function_MO']"
8TOHZU,일요일 브리즈번 날씨 어때,"<function_MO>(timeframe=9, location=""브리즈번"")<end>",['function_MO']
8TXINI,주말 세부 날씨 알려주세요,"<function_MO>(timeframe=2, location=""세부"")<end>",['function_MO']
8UFCWE,목요일 쿠알라룸푸르 날씨 더워,"<function_MO>(timeframe=6, location=""쿠알라룸푸르"")<end>",['function_MO']
8UNBHZ,세고비아 일요일 날씨 보여줘,"<function_MO>(timeframe=9, location=""세고비아"")<end>",['function_MO']
8UNYDR,충전하러 복귀 그리고 내일 시드니 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=1, location=시드니)<end>","['function_KI', 'function_MO']"
8VQBAV,목요일 몽블랑 날씨 몇 도야,"<function_MO>(timeframe=6, location=""몽블랑"")<end>",['function_MO']
8WXEQE,일요일 날씨 추울까 그 다음에 저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,"<function_MO>(timeframe=9, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
8WZNVK,토요일 조지타운 날씨 더워,"<function_MO>(timeframe=8, location=""조지타운"")<end>",['function_MO']
8XDZWZ,금요일 날씨 몇 도야,"<function_MO>(timeframe=7, location=""0"")<end>",['function_MO']
8YBJQL,커피를 너무 많이 마신 것 같아 밤에 잠이 올지 모르겠어 그 다음에 일요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=9, location=""0"")<end>","['function_MR', 'function_MO']"
9AFCOH,수요일 여기 날씨 어때,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
9AGPLZ,토요일 날씨 어때,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
9AOXDX,목요일 난징 날씨 두껍게 입어야 해,"<function_MO>(timeframe=6, location=""난징"")<end>",['function_MO']
9AQUFV,토리노의 목요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=6, location=""토리노"")<end>",['function_MO']
9BDFYZ,주말에 같이 게임할 사람 구하는데 누구 할래 그 후에 현재 청주 날씨 알려주세요,"<function_MR>();<function_MO>(timeframe=0, location=청주)<end>","['function_MR', 'function_MO']"
9DTHGX,수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=""0"")<end>",['function_MO']
9EASCL,주말 리스본 날씨에 눈 오니,"<function_MO>(timeframe=2, location=""리스본"")<end>",['function_MO']
9ECYZQ,화요일 구리 날씨 좀 알려주세요,"<function_MO>(timeframe=4, location=""구리"")<end>",['function_MO']
9FHAMR,충전 위치로 되돌아가 그러고 나서 주말 프라하 날씨 어때,"<function_KI>();<function_MO>(timeframe=2, location=프라하)<end>","['function_KI', 'function_MO']"
9FHKQV,일요일 날씨 추울까,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
9FMFIX,주말 날씨 알려주세요,"<function_MO>(timeframe=2, location=""0"")<end>",['function_MO']
9FUNEX,스테이션 위치로 복귀하세요 이어서 수요일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=5, location=""0"")<end>","['function_KI', 'function_MO']"
9GSVRJ,토요일 세부 날씨 비 와,"<function_MO>(timeframe=8, location=""세부"")<end>",['function_MO']
9GWBFC,금요일 정선 날씨 알려죠,"<function_MO>(timeframe=7, location=""정선"")<end>",['function_MO']
9IQHXK,목요일 하얼빈 날씨 알려줘,"<function_MO>(timeframe=6, location=""하얼빈"")<end>",['function_MO']
9IUYHB,목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
9JACMZ,수요일 창원 날씨 더울까,"<function_MO>(timeframe=5, location=""창원"")<end>",['function_MO']
9JQDUH,주말 로잔 날씨 좀 알려줘,"<function_MO>(timeframe=2, location=""로잔"")<end>",['function_MO']
9KETTI,금요일 톈진 날씨 비 와,"<function_MO>(timeframe=7, location=""톈진"")<end>",['function_MO']
9KTFXL,화요일 날씨 좀 알려줘요,"<function_MO>(timeframe=4, location=""0"")<end>",['function_MO']
9LCQLR,스테이션 위치로 복귀하세요 그리고 내일 런던 날씨 어때,"<function_KI>();<function_MO>(timeframe=1, location=런던)<end>","['function_KI', 'function_MO']"
9LCSWZ,주말 날씨,"<function_MO>(timeframe=2, location=""0"")<end>",['function_MO']
9LQNVF,일요일 대관령 날씨 알려줘,"<function_MO>(timeframe=9, location=""대관령"")<end>",['function_MO']
9LYSDL,토요일 브리즈번 날씨 안내해줘,"<function_MO>(timeframe=8, location=""브리즈번"")<end>",['function_MO']
9MITCT,화요일 삼척 날씨 알려죠,"<function_MO>(timeframe=4, location=""삼척"")<end>",['function_MO']
9MXWJY,문경 주말 날씨 어때요,"<function_MO>(timeframe=2, location=""문경"")<end>",['function_MO']
9MYQQY,일요일 남양주 날씨 어때,"<function_MO>(timeframe=9, location=""남양주"")<end>",['function_MO']
9MZTLX,고정 공기 청정 가동 시작해줘 그 다음에 주말 파리 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=2, location=파리)<end>","['function_PG', 'function_MO']"
9NONCL,고정 공기 청정 가동 시작해줘 목요일 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=6, location=""0"")<end>","['function_PG', 'function_MO']"
9OEUQA,월요일 다낭 날씨 알려주세요,"<function_MO>(timeframe=3, location=""다낭"")<end>",['function_MO']
9OPNAY,토요일 평창 날씨 알려줄래,"<function_MO>(timeframe=8, location=""평창"")<end>",['function_MO']
9OZXLL,월요일 광명 날씨 알려줘,"<function_MO>(timeframe=3, location=""광명"")<end>",['function_MO']
9PAHDT,모스크바의 주말 날씨 정보 표시해줄래 그리고 주말에 뭐 할지 아직도 결정을 못 했어 그냥 집에 있을까,"<function_MO>(timeframe=2, location=모스크바);<function_MR>()<end>","['function_MO', 'function_MR']"
9PISUQ,충전하러 복귀 다음으로 주말 몬트리올 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=2, location=몬트리올)<end>","['function_KI', 'function_MO']"
9QARTZ,라하티 목요일 날씨 알려줘,"<function_MO>(timeframe=6, location=""라하티"")<end>",['function_MO']
9QGIQD,목요일 여기 날씨 어때,"<function_MO>(timeframe=6, location=""0"")<end>",['function_MO']
9QIEIN,거제 주말에 날씨 어떤지 알려줄래,"<function_MO>(timeframe=2, location=""거제"")<end>",['function_MO']
9RFWPB,메델린 월요일 날씨 보여줘,"<function_MO>(timeframe=3, location=""메델린"")<end>",['function_MO']
9RHEXD,처음 위치로 돌아가주면 좋겠어 이어서 목요일 후쿠오카 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=6, location=후쿠오카)<end>","['function_KI', 'function_MO']"
9ROFGL,충전하러 복귀 그리고 내일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=1, location=""0"")<end>","['function_KI', 'function_MO']"
9RQJYU,금천구 월요일 날씨 눈 올까,"<function_MO>(timeframe=3, location=""금천구"")<end>",['function_MO']
9SPLHB,샌프란시스코의 날씨 정보 표시해줄래 그 후에 오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,"<function_MO>(timeframe=0, location=샌프란시스코);<function_MR>()<end>","['function_MO', 'function_MR']"
9SXPFS,일요일 날씨 좀,"<function_MO>(timeframe=9, location=""0"")<end>",['function_MO']
9TRLBX,주말 호치민 날씨 어때,"<function_MO>(timeframe=2, location=""호치민"")<end>",['function_MO']
9UERAD,토요일 날씨 전망을 표시해줄 수 있어 그리고 내일은 집에서 요리나 해볼까 싶어,"<function_MO>(timeframe=8, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
9VVJDU,주말 로마 날씨 비 와 그리고 내일 아침에 일찍 일어나서 운동을 해야 하는데 할 수 있을까 모르겠어,"<function_MO>(timeframe=2, location=로마);<function_MR>()<end>","['function_MO', 'function_MR']"
9WLVPE,토요일 날씨 좀,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
9WNPWJ,아르헨티나 일요일 날씨가 어떤가요,"<function_MO>(timeframe=9, location=""아르헨티나"")<end>",['function_MO']
9XOOHG,토요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=8, location=""0"")<end>",['function_MO']
9YKQCJ,라파스의 금요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=7, location=""라파스"")<end>",['function_MO']
9YUMMW,금요일 시카고 날씨 몇 도야,"<function_MO>(timeframe=7, location=""시카고"")<end>",['function_MO']
9YZJUQ,내일 대구 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=1, location=""대구"")<end>",['function_MO']
9ZSFBU,목요일 날씨 전망을 표시해줄 수 있어 그러고 나서 새로 시작한 취미가 생각보다 재미있어서 시간이 금방 가더라,"<function_MO>(timeframe=6, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
