Index,Query(한글),LLM Output,Functions
3ZPAWO,음소거 아닌 상태야 그 다음에 영화 예매는 했어,<function_MV>(get=True);<function_MR>()<end>,"['function_MV', 'function_MR']"
3ZUYSD,새로 나온 레스토랑 메뉴가 맛있어 보이던데 언제 가볼까,<function_MR>()<end>,['function_MR']
3ZXJKY,영화관에서 팝콘이랑 콜라 마시면서 영화 보고 싶다,<function_MR>()<end>,['function_MR']
4AHVQL,우리 고양이 너무 귀엽지 않아,<function_MR>()<end>,['function_MR']
4AILRZ,요즘 인기 많은 아이템 뭐야 그 후에 주말 나이로비 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=2, location=나이로비)<end>","['function_MR', 'function_IO']"
4ATMIC,저녁에 뭐 먹을지 고민되는데 중국음식도 좋을 것 같아 그리고 나무 실행해,<function_MR>();<function_QT>(enable=True)<end>,"['function_MR', 'function_QT']"
4AUJPD,오늘 무슨 일 있었어 그리고 엘이디 눈 밝기 몇 퍼인지 말해줄래,<function_MR>();<function_WN>(get=True)<end>,"['function_MR', 'function_WN']"
4AXWLX,이번 주말에는 무슨 영화가 개봉하는지 한번 찾아봐야겠어,<function_MR>()<end>,['function_MR']
4BNLXU,요즘 스트레스를 너무 많이 받아서 운동으로 풀려고 해 또 음성 인식 상태 알려줘,<function_MR>();<function_QT>(get=True)<end>,"['function_MR', 'function_QT']"
4BNRKL,좋아하는 영화 장르가 뭐야,<function_MR>()<end>,['function_MR']
4BONPF,다음 주에 새로운 프로젝트를 시작하는데 준비가 잘 될까 걱정이야,<function_MR>()<end>,['function_MR']
4BTWML,내일 중요한 미팅 있어,<function_MR>()<end>,['function_MR']
4BWXQU,이번 주말엔 뭐할 거야,<function_MR>()<end>,['function_MR']
4CCVDZ,요즘 무슨 음악 들어,<function_MR>()<end>,['function_MR']
4CDGPF,엘씨디 디스플레이 밝기 사로 바꿔 또 오늘 뭐할 계획이야,<function_WN>(brightness=4);<function_MR>()<end>,"['function_WN', 'function_MR']"
4CGIUT,영어로 언어 설정해줘 그러고 나서 이 가수 노래 엄청 좋더라,<function_HS>(type=2);<function_MR>()<end>,"['function_HS', 'function_MR']"
4CHLQQ,음식을 만드는 게 정말 즐거워,<function_MR>()<end>,['function_MR']
4CLWFP,이번 주말에 새로운 식당을 찾아가볼까 고민 중이야,<function_MR>()<end>,['function_MR']
4CQZDI,디카페인 커피는 의미 없다고 생각해,<function_MR>()<end>,['function_MR']
4CYRZR,오늘은 왠지 하루가 길게 느껴지네,<function_MR>()<end>,['function_MR']
4CYWJG,가장 낮은 단계로 밝기를 조정할 수 있어 그 다음에 내일 뭐해,<function_WN>(brightness=0);<function_MR>()<end>,"['function_WN', 'function_MR']"
4CYWMX,새로 산 자켓이 정말 마음에 들어 매일 입고 다니고 있어 그 다음에 목소리를 남성으로 바꿔줘,<function_MR>();<function_GQ>(gender=2)<end>,"['function_MR', 'function_GQ']"
4DAVBE,친구랑 같은 영화 보고 싶어,<function_MR>()<end>,['function_MR']
4DFDHM,점심 먹고 나니까 갑자기 너무 졸리네 잠깐 낮잠이라도 자야겠어 그러고 나서 주말 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=2, location=""0"")<end>","['function_MR', 'function_MO']"
4DWMXM,헬스장 가는 거 어때,<function_MR>()<end>,['function_MR']
4DXZQB,오늘 하루는 그냥 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()<end>,['function_MR']
4DYQZT,다음 주에 중요한 발표가 있어,<function_MR>()<end>,['function_MR']
4EAGRR,오늘 하루종일 집에 있었더니 기분이 좀 울적해졌어 그리고 대기화면 테마 설정이 뭐로 되어있나요,<function_MR>();<function_HG>(get=True)<end>,"['function_MR', 'function_HG']"
4EFRDM,요즘 운동을 시작했는데 근육통이 너무 심해,<function_MR>()<end>,['function_MR']
4EFSUD,새 가방이 필요해,<function_MR>()<end>,['function_MR']
4EOJZI,이번 주말에는 가족들이랑 외식하기로 했어 오랜만이야,<function_MR>()<end>,['function_MR']
4EOVUS,새로 산 책을 읽고 있는데 너무 재미있어 시간 가는 줄 모르겠어,<function_MR>()<end>,['function_MR']
4EZYNM,너희 집 근처에 맛있는 식당 있어,<function_MR>()<end>,['function_MR']
4FGPHN,이번 주말에는 가족들과 함께 등산을 가기로 했어,<function_MR>()<end>,['function_MR']
4FHTZI,오늘 저녁에는 가볍게 산책을 하면서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
4FIOET,이번 주말에는 친구랑 등산가기로 했어요,<function_MR>()<end>,['function_MR']
4FJFUG,오늘 저녁 뭐 먹을까 이어서 화면 밝기를 5단계로 설정해줘,<function_MR>();<function_WN>(brightness=5)<end>,"['function_MR', 'function_WN']"
4FJIXA,오늘 저녁은 뭘 먹어야 할지 고민 중이야 뭐가 좋을까,<function_MR>()<end>,['function_MR']
4FLITE,오늘 하루 종일 바빴는데 이제야 좀 쉬는 시간이 생겼어 그 후에 프라이버시 기능 꺼줘,<function_MR>();<function_GN>(enable=False)<end>,"['function_MR', 'function_GN']"
4FLLPN,새로운 음악을 찾아 듣는 게 요즘 내 소소한 즐거움이야 그리고 대기화면이 실내 공기질 테마인가요,<function_MR>();<function_HG>(get=True)<end>,"['function_MR', 'function_HG']"
4FPXUX,내일은 아침 일찍 친구랑 만나서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
4GCQRJ,자카르타의 월요일 날씨 정보 표시해줄래 이어서 내일은 아침부터 중요한 미팅이 있어서 조금 긴장되네,"<function_MO>(timeframe=3, location=자카르타);<function_MR>()<end>","['function_MO', 'function_MR']"
4HDCFE,내일은 꼭 일찍 일어나서 하루를 시작해야지 그 후에 토요일 제주시 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=8, location=제주시)<end>","['function_MR', 'function_MO']"
4HDGXO,내일은 아침 일찍 일어나서 산책을 나가보려고 해,<function_MR>()<end>,['function_MR']
4HKVYV,오늘은 가볍게 책을 읽으면서 시간을 보내고 있어,<function_MR>()<end>,['function_MR']
4HLKTV,주말에 같이 운동할 사람 구하는데 누구 같이 할래 그리고 목요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=6, location=""0"")<end>","['function_MR', 'function_IO']"
4HMIUL,이번 주말에는 뭘 할까 새로운 계획을 세워봐야겠어,<function_MR>()<end>,['function_MR']
4HRDVS,유튜버나 인플루언서 중에 꾸준히 보는 사람 있어 그 다음에 현재 필터 사용량을 보여줄 수 있어,<function_MR>();<function_UJ>()<end>,"['function_MR', 'function_UJ']"
4HVHIS,요가 수업 들어본 적 있어 또 내일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=1, location=""0"")<end>","['function_MR', 'function_IO']"
4IKYEH,오늘은 집에서 쉬면서 책을 읽으려고 해,<function_MR>()<end>,['function_MR']
4IVHGL,터치음을 육십퍼로 설정해줘 그러고 나서 오늘 뭐 먹을 거야,<function_ZV>(volume=3);<function_MR>()<end>,"['function_ZV', 'function_MR']"
4JEQAX,내일은 꼭 일찍 일어나서 할 일을 끝내야겠어 다음으로 수요일 강남 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=5, location=강남)<end>","['function_MR', 'function_MO']"
4JGXUJ,이번 주말에는 영화를 보러 가기로 했는데 기대 중이야,<function_MR>()<end>,['function_MR']
4JHPAK,오늘 하루 정말 바쁘게 보냈는데 왜 이렇게 시간이 안 갔지,<function_MR>()<end>,['function_MR']
4JKIVQ,새로 산 책이 너무 재밌어서 시간이 금방 지나갔어,<function_MR>()<end>,['function_MR']
4JMCGP,새 앨범 들어봤어,<function_MR>()<end>,['function_MR']
4JZEKT,오랜만에 운동을 했더니 온몸이 뻐근해 꾸준히 해야겠어,<function_MR>()<end>,['function_MR']
4KCCRJ,집에서 쉬는 것도 좋지만 가끔은 밖에 나가는 것도 필요한 것 같아,<function_MR>()<end>,['function_MR']
4KEPNG,내일 아침에 일찍 일어나서 산책을 나가볼까 생각 중이야,<function_MR>()<end>,['function_MR']
4KIQJK,요즘 들어 스트레스를 많이 받아서 운동을 시작했어,<function_MR>()<end>,['function_MR']
4KJPZC,새로 시작한 운동이 너무 힘들어서 포기할까 고민 중이야,<function_MR>()<end>,['function_MR']
4KLBDN,새로 생긴 카페에 가봤어,<function_MR>()<end>,['function_MR']
4KVGCI,내일 비 올까,<function_MR>()<end>,['function_MR']
4LEIEK,프라이버시 중지해주실 수 있나요 그 후에 새로운 취미를 찾고 싶어 요즘 뭔가 색다른 걸 해보고 싶어,<function_GN>(enable=False);<function_MR>()<end>,"['function_GN', 'function_MR']"
4LOQQE,아침에 일찍 일어나서 운동하는 게 생각보다 힘들지 않더라,<function_MR>()<end>,['function_MR']
4LQDRZ,내일 비 온다던데 그리고 고정 공기 청정 가동 시작해줘,<function_MR>();<function_PG>()<end>,"['function_MR', 'function_PG']"
4LQHLW,오늘 하루가 정말 길었어 이제 좀 쉬고 싶어 이어서 대기화면을 실내 공기질 테마로 설정해주세요,<function_MR>();<function_HG>(theme=2)<end>,"['function_MR', 'function_HG']"
4LSMNA,저는 한국 역사에 관심이 많아요,<function_MR>()<end>,['function_MR']
4MCXGZ,"짖궃다는 치읕 받침이야, 아니면 디귿 받침이야",<function_MR>()<end>,['function_MR']
4MVBYD,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야,<function_MR>()<end>,['function_MR']
4NJLUL,아침에 일어나서 바로 운동하는 게 참 어렵네,<function_MR>()<end>,['function_MR']
4NTVSX,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이야,<function_MR>()<end>,['function_MR']
4NVXKO,오늘은 그냥 푹 쉬고 싶어 아무것도 하지 않는 하루가 필요해,<function_MR>()<end>,['function_MR']
4NXSCB,저녁에 뭐 먹을지 고민되는데 중국음식도 좋을 것 같아,<function_MR>()<end>,['function_MR']
4NXYMS,혹시 에이아이 모드 동시에 꺼주실 수 있나요 또 오늘은 그냥 집에서 푹 쉬면서 시간을 보내려고 해,"<function_BP>(enable=1, type=2);<function_MR>()<end>","['function_BP', 'function_MR']"
4NZRHJ,요즘 경제 상황이 좀 걱정 돼,<function_MR>()<end>,['function_MR']
4OCQMC,이쪽으로 틀어줄 수 있어 그 후에 내일은 아침 일찍 일어나서 하루를 길게 써볼까 생각 중이야,<function_FR>();<function_MR>()<end>,"['function_FR', 'function_MR']"
4OKXKU,넌 아침형 인간이야,<function_MR>()<end>,['function_MR']
4OUBFR,한국말로 바꿔 다음으로 이 영화 결말 예상했어,<function_HS>(type=1);<function_MR>()<end>,"['function_HS', 'function_MR']"
4OXBUW,수영하러 가는 거 어때,<function_MR>()<end>,['function_MR']
4OXSVS,주말 여기에 공기가 나쁠까 그리고 이번에 새로 산 옷 어때,"<function_IO>(timeframe=2, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
4OYBUA,새로 산 책을 읽고 있는데 너무 재미있어 그 후에 목소리 여성으로 바꿔줘,<function_MR>();<function_GQ>(gender=1)<end>,"['function_MR', 'function_GQ']"
4OYHRU,내일 아침에 일찍 일어나서 운동을 해볼까 생각 중이야 그 다음에 팔로미,<function_MR>();<function_CK>()<end>,"['function_MR', 'function_CK']"
4PCOWF,매너모드 작동시켜줘 또 새로운 레스토랑이 생겼던데 다음 주말에 가보자,<function_ZX>(enable=True);<function_MR>()<end>,"['function_ZX', 'function_MR']"
4PNALA,저는 베이킹을 좋아해요,<function_MR>()<end>,['function_MR']
4PQDTG,집에서 영화 보는 게 좋아,<function_MR>()<end>,['function_MR']
4PQRLS,다음 달에 있을 중요한 시험을 준비해야 할 것 같아,<function_MR>()<end>,['function_MR']
4PRTUY,저녁 먹고 산책 나갈까,<function_MR>()<end>,['function_MR']
4PXQLA,내일은 조금 더 생산적인 하루를 보내야겠어,<function_MR>()<end>,['function_MR']
4QGNVD,이번 주말에 공부할 계획 있어,<function_MR>()<end>,['function_MR']
4QUXAQ,이번에 무슨 브랜드를 살까 고민 중이야,<function_MR>()<end>,['function_MR']
4QVDKB,오랜만에 가족들이랑 시간을 보내니까 정말 좋았어,<function_MR>()<end>,['function_MR']
4RDUNP,다음 달에 있을 모임 준비를 미리 해둬야겠어 그러고 나서 화씨 단위로 바꿔주세요,<function_MR>();<function_EW>(type=1)<end>,"['function_MR', 'function_EW']"
4REDYK,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 몰랐어,<function_MR>()<end>,['function_MR']
4SIIEF,이번 주말에는 집에서 요리해보는 것도 좋을 것 같아,<function_MR>()<end>,['function_MR']
4SNOII,다음 주에는 더 열심히 일해야겠어 할 일이 많아 그 다음에 저를 향해 이동해주실래요,<function_MR>();<function_CK>()<end>,"['function_MR', 'function_CK']"
4SODHE,뭐 마실래,<function_MR>()<end>,['function_MR']
4SZTFI,오늘은 무슨 일을 해야 할지 모르겠어 그냥 쉬고 싶어,<function_MR>()<end>,['function_MR']
4SZTOO,이 영화 재밌을까,<function_MR>()<end>,['function_MR']
4TFFOC,이번 주말에는 오랜만에 친구들이랑 만나기로 했어,<function_MR>()<end>,['function_MR']
4TFNQB,어제 저녁에 먹었던 음식이 너무 맛있어서 오늘도 먹고 싶어,<function_MR>()<end>,['function_MR']
4TROMB,점심 먹었어,<function_MR>()<end>,['function_MR']
4UEBMS,매너모드 비활성화해줘 이어서 오늘 회사에서 회의가 있었는데 생각보다 길었어,<function_ZX>(enable=False);<function_MR>()<end>,"['function_ZX', 'function_MR']"
4UJJSK,오늘 하루는 너무 바빠서 이제 좀 쉬고 싶어,<function_MR>()<end>,['function_MR']
4ULKEV,현재 기본 테마로 설정되어 있는지 확인해줄 수 있어 그리고 오늘은 일찍 자야겠어 내일 아침에 일찍 일어나야 하거든,<function_HG>(get=True);<function_MR>()<end>,"['function_HG', 'function_MR']"
4UQDHU,오늘 저녁에는 친구들과 만나서 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
4URVGO,내일은 꼭 일찍 일어나서 할 일을 빨리 끝내야겠어,<function_MR>()<end>,['function_MR']
4VEENM,오늘 하루는 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()<end>,['function_MR']
4VMAYE,반려동물을 키우고 싶어,<function_MR>()<end>,['function_MR']
4VXWZN,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 생각 중이야,<function_MR>()<end>,['function_MR']
4WARPV,요즘 여행지 중에 어디가 제일 좋아 다음으로 유뷔 엘리디 켜진거 맞나요,<function_MR>();<function_NN>(get=True)<end>,"['function_MR', 'function_NN']"
4WFPBX,내일 아침에는 조금 일찍 일어나서 산책이나 할까 다음으로 금요일 해남 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=7, location=해남)<end>","['function_MR', 'function_IO']"
4WQDXS,내일은 뭘 해야 할지 아직 결정하지 못했어 이어서 에이아이 모드 비활성화되어 있는지 알려줘,<function_MR>();<function_BP>(get=True)<end>,"['function_MR', 'function_BP']"
4WYQVO,센서 민감도 레벨이 무엇인지 알려줄래요 그 후에 이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_QD>(get=True);<function_MR>()<end>,"['function_QD', 'function_MR']"
4XFBVH,이번 주말에는 뭐 할까 오랜만에 친구들과 시간을 보내고 싶어,<function_MR>()<end>,['function_MR']
4XTXKW,수요일 여기에 공기가 나쁠까 또 새로 배운 기술 있으면 공유해줄래,"<function_IO>(timeframe=5, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
4YXTYY,주말에는 친구들이랑 오랜만에 만나기로 했어 기대 돼 그 다음에 남성 보이스로 변경해주세요,<function_MR>();<function_GQ>(gender=2)<end>,"['function_MR', 'function_GQ']"
4ZAMFZ,내일은 친구들이랑 만나서 저녁을 먹기로 했어,<function_MR>()<end>,['function_MR']
4ZFYXA,좋아하는 취미 활동이 뭐야,<function_MR>()<end>,['function_MR']
4ZJKYF,소리 볼륨을 삼으로 맞춰줘 그러고 나서 오늘 무슨 계획 있어,<function_ZV>(volume=3);<function_MR>()<end>,"['function_ZV', 'function_MR']"
4ZKZKY,실시간 공기질 모니터링 보여주세요 그러고 나서 국내 여행도 좋은 데가 많아,"<function_IO>(timeframe=0, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
4ZLLQL,출근하기 싫어,<function_MR>()<end>,['function_MR']
4ZPCEW,내일 아침에 일어나야 돼 또 화면 밝기를 4단계로 조정해줄래,<function_MR>();<function_WN>(brightness=4)<end>,"['function_MR', 'function_WN']"
4ZVMUE,수요일 노원구 대기질을 화면에 보여줘 이어서 이번 주말엔 그냥 집에서 푹 쉬어야겠어,"<function_IO>(timeframe=5, location=노원구);<function_MR>()<end>","['function_IO', 'function_MR']"
5AGRYR,공간별 누적 공기질 정보 연동 옵션을 활성화해주실래요 그 다음에 이번 주말에는 가족들이랑 시간을 보내려고 해 오랜만이야,"<function_BP>(enable=0, type=1);<function_MR>()<end>","['function_BP', 'function_MR']"
5AHKDF,공기질 상태 표시 작동 중인지 알려줘 그리고 오늘 점심은 간단하게 먹고 싶어,<function_SC>(get=True);<function_MR>()<end>,"['function_SC', 'function_MR']"
5AHMWV,다음 주에는 조금 더 부지런히 시간을 보내야겠어,<function_MR>()<end>,['function_MR']
5ALZJH,다음 주에 있을 약속이 취소돼서 좀 아쉽다,<function_MR>()<end>,['function_MR']
5AMTGU,내일은 아침 일찍 일어나서 산책을 나가볼까 고민 중이야,<function_MR>()<end>,['function_MR']
5ANQLE,듣기 모드 중지해 그러고 나서 오늘은 하루 종일 비가 와서 기분이 축 처지네,<function_QT>(enable=False);<function_MR>()<end>,"['function_QT', 'function_MR']"
5ANWBH,내일은 친구들이랑 만날 예정이라 기대 돼,<function_MR>()<end>,['function_MR']
5AONRA,내일은 집에서 요리나 해볼까 싶어,<function_MR>()<end>,['function_MR']
5ARZBN,어른이 되고 나서 친구 사귀기가 어렵지 않아,<function_MR>()<end>,['function_MR']
5AXXMZ,내일은 운동을 꼭 해야겠어 요즘 너무 게을러졌어,<function_MR>()<end>,['function_MR']
5BBWDY,내일 아침에는 일찍 일어나서 독서를 할 계획이야,<function_MR>()<end>,['function_MR']
5BFLUR,내일은 조금 더 생산적인 하루를 보내야겠어 그러고 나서 목요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=6, location=""0"")<end>","['function_MR', 'function_MO']"
5BHBEK,주말 로마 공기질 걱정해야 할까 그 후에 새로 산 가방 마음에 들어,"<function_IO>(timeframe=2, location=로마);<function_MR>()<end>","['function_IO', 'function_MR']"
5BKYSH,주말에 친구들이랑 모임을 가질 예정인데 뭘 입고 갈지 고민이야,<function_MR>()<end>,['function_MR']
5BNDTA,매일 아침 산책하는 게 습관이 됐어,<function_MR>()<end>,['function_MR']
5CAZYO,이번에 새로 배운 취미 있어 그리고 충전량 얼마야,<function_MR>();<function_JJ>()<end>,"['function_MR', 'function_JJ']"
5CDROG,겨울 여행지 추천해줘,<function_MR>()<end>,['function_MR']
5CLZHO,하나의 미래 기술을 지금 가질 수 있다면 뭘 원해,<function_MR>()<end>,['function_MR']
5CMOLG,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까 고민 중이야 그리고 온도 단위 섭씨인지 알려주세요,<function_MR>();<function_EW>(get=True)<end>,"['function_MR', 'function_EW']"
5CNHZU,듣기 기능 활성화됐나요 또 내일 아침에 일찍 일어나서 산책을 나가볼까 생각 중이야,<function_QT>(get=True);<function_MR>()<end>,"['function_QT', 'function_MR']"
5DGHHJ,이번 주말에는 캠핑을 가기로 했는데 기대 돼,<function_MR>()<end>,['function_MR']
5DHWAJ,홍보실 공기 청정이 필요해 그리고 뭐 좀 추천해줄래,<function_FF>(position=홍보실);<function_MR>()<end>,"['function_FF', 'function_MR']"
5DKHDK,미디음을 제일 낮게 설정해 줘 그 후에 이번 주말 계획 말해줄래,<function_ZV>(volume=0);<function_MR>()<end>,"['function_ZV', 'function_MR']"
5DMEMO,책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_MR>()<end>,['function_MR']
5DPDTC,이번 주에는 조금 더 계획적으로 살아야겠어,<function_MR>()<end>,['function_MR']
5DRCVS,새로 나온 영화가 기대 돼 이번 주말에 보러 갈까 생각 중이야,<function_MR>()<end>,['function_MR']
5DSFRX,온라인 강의 들어봤어 다음으로 월요일 방콕 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=3, location=방콕)<end>","['function_MR', 'function_IO']"
5EIVCI,이번 주에는 할 일이 많아서 조금 더 부지런히 보내야겠어,<function_MR>()<end>,['function_MR']
5EONDR,테일러 스위프트 노래 자주 들어,<function_MR>()<end>,['function_MR']
5ERICS,오늘 저녁에 뭐 먹을지 고민 중인데 뭘 먹을까,<function_MR>()<end>,['function_MR']
5FFQIH,버튼음을 최소 단계로 해줘 그 후에 오늘 아침 뭐 먹었어,<function_ZV>(volume=0);<function_MR>()<end>,"['function_ZV', 'function_MR']"
5FHFUU,요즘 인기 많은 드라마 뭐야 그 다음에 음소거 상태야,<function_MR>();<function_MV>(get=True)<end>,"['function_MR', 'function_MV']"
5FKHHA,이사 왔는데 친구를 어떻게 사귀어야 할까,<function_MR>()<end>,['function_MR']
5FWKJB,오늘 일찍 퇴근할 거야,<function_MR>()<end>,['function_MR']
5FZGOW,이번 주말에는 오랜만에 가족들과 시간을 보내기로 했어,<function_MR>()<end>,['function_MR']
5FZMUS,오늘 하루는 정말 바빴어 이제 좀 쉬고 싶어,<function_MR>()<end>,['function_MR']
5GDWIQ,주말에 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,<function_MR>()<end>,['function_MR']
5GFALH,오늘 저녁에는 간단하게 파스타나 만들어볼까 생각 중이야,<function_MR>()<end>,['function_MR']
5GPBVQ,엘씨디 화면 밝기를 영단계로 조절해줄래 그 다음에 이 책 읽어볼까,<function_WN>(brightness=0);<function_MR>()<end>,"['function_WN', 'function_MR']"
5GQAGU,이 책 재미있어 보여,<function_MR>()<end>,['function_MR']
5GTFRI,내일 만나자,<function_MR>()<end>,['function_MR']
5GUZWC,새로 시작한 프로젝트가 생각보다 어려워서 스트레스를 많이 받아,<function_MR>()<end>,['function_MR']
5HABMC,다음 주말에는 친구들과 함께 시간을 보내,<function_MR>()<end>,['function_MR']
5HGCOH,지금 설정된 온도 표기를 확인하고 싶어요 그리고 요즘 들어 일찍 자고 일찍 일어나니까 기분이 상쾌해,<function_EW>(get=True);<function_MR>()<end>,"['function_EW', 'function_MR']"
5HIOMK,이번 영화 기대 돼,<function_MR>()<end>,['function_MR']
5HLHCP,새로 산 가방 마음에 들어,<function_MR>()<end>,['function_MR']
5HMRPG,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이네 그리고 나이트 모드 꺼줘,<function_MR>();<function_BS>(enable=False)<end>,"['function_MR', 'function_BS']"
5HUAFZ,선호하는 운동이 있어,<function_MR>()<end>,['function_MR']
5HUSLY,이번 주에는 운동을 좀 더 열심히 해서 몸을 건강하게 만들어야겠어,<function_MR>()<end>,['function_MR']
5IIMHN,대기화면을 기본 테마로 전환해주실래요 또 다음 달에 중요한 발표가 있어서 준비를 열심히 하고 있어,<function_HG>(theme=0);<function_MR>()<end>,"['function_HG', 'function_MR']"
5ILIOT,프라이버시 설정 비활성화할 수 있어 그 후에 다음 주에 새로운 프로젝트를 시작하는데 준비가 잘 될까 걱정이야,<function_GN>(enable=False);<function_MR>()<end>,"['function_GN', 'function_MR']"
5IPYLB,저녁에 뭐할까,<function_MR>()<end>,['function_MR']
5IQZED,다음 달에 친구들과 여행을 가기로 했는데 기대 돼,<function_MR>()<end>,['function_MR']
5IVPWT,내일은 친구들이랑 만날 계획인데 어디서 만나야 할지 고민이네,<function_MR>()<end>,['function_MR']
5JQHOT,일주일 중 가장 좋아하는 날이 언제야,<function_MR>()<end>,['function_MR']
5JTYJY,새로 나온 카페가 분위기가 좋아서 가보고 싶어,<function_MR>()<end>,['function_MR']
5JUITZ,이번에 새로 산 신발이 너무 편해서 매일 신고 다니고 있어,<function_MR>()<end>,['function_MR']
5JXPFI,집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,<function_MR>()<end>,['function_MR']
5KAQCY,여기 와본 적 있어,<function_MR>()<end>,['function_MR']
5KHFHC,점심 같이 먹을래,<function_MR>()<end>,['function_MR']
5KKKMI,다음 달에 있을 중요한 시험 준비로 바빠,<function_MR>()<end>,['function_MR']
5KKLQS,다음 주에는 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()<end>,['function_MR']
5KLVZR,내일 비 온다던데,<function_MR>()<end>,['function_MR']
5KODFI,주말에는 주로 공부하니,<function_MR>()<end>,['function_MR']
5KWDIN,다음 주에 있을 모임 준비를 미리 해두는 게 좋겠지 그리고 토요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=8, location=""0"")<end>","['function_MR', 'function_MO']"
5LQSGJ,다음 주에 친구들이랑 모임이 있는데 뭐 입고 갈지 고민이야,<function_MR>()<end>,['function_MR']
5LSHEQ,실외 공기질 정보 연동 설정을 켜줄래요 그 후에 새로운 책을 시작했는데 너무 재밌어서 시간 가는 줄 모르겠어,"<function_BP>(enable=0, type=0);<function_MR>()<end>","['function_BP', 'function_MR']"
5MMRRU,토요일 하노이 날씨 비 와 그 후에 요즘 스트레스를 너무 많이 받아서 어떻게 풀어야 할지 모르겠어,"<function_MO>(timeframe=8, location=하노이);<function_MR>()<end>","['function_MO', 'function_MR']"
5MTYMU,주말에 뭐 할거야,<function_MR>()<end>,['function_MR']
5MUQBD,집에 먹을 게 하나도 없어서 편의점 가려고,<function_MR>()<end>,['function_MR']
5NBXUC,어제 본 영화가 정말 감동적이었어 추천해줄게,<function_MR>()<end>,['function_MR']
5NJWQG,오늘 하루는 정말 길었어 이제 쉬고 싶다,<function_MR>()<end>,['function_MR']
5NNFCS,풍속 강풍으로 조정해줘 그 다음에 요즘 뭐 공부하고 있어,<function_NK>(speed=3);<function_MR>()<end>,"['function_NK', 'function_MR']"
5NNTDB,이번 주말에 뭐 할래 그리고 가든 청정,<function_MR>();<function_FF>(position=가든)<end>,"['function_MR', 'function_FF']"
5NQGZN,새로 나온 노트북이 성능이 좋다고 하던데 한번 알아봐야겠어,<function_MR>()<end>,['function_MR']
5NTPUH,이번 주에는 좀 더 부지런히 살아야겠다는 생각이 들어,<function_MR>()<end>,['function_MR']
5NVLHQ,다음 주말에는 친구들과 캠핑을 가기로 했어 기대 돼,<function_MR>()<end>,['function_MR']
5OGAUQ,오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()<end>,['function_MR']
5OGWMN,집에 있는 시간이 많아지니까 뭘 해야 할지 모르겠어,<function_MR>()<end>,['function_MR']
5OMBMK,오늘은 친구들이랑 만나서 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
5PBLHI,친구와 함께 요리하는 걸 좋아해,<function_MR>()<end>,['function_MR']
5PCUSZ,이 음악 들어봤어,<function_MR>()<end>,['function_MR']
5PJMKS,자격증 준비하고 있니,<function_MR>()<end>,['function_MR']
5PSLOS,새로운 레스토랑이 생겼던데 다음 주말에 가보자,<function_MR>()<end>,['function_MR']
5QDIFH,학교 숙제가 너무 많아,<function_MR>()<end>,['function_MR']
5QFAOQ,캠핑 한번 해보고 싶어,<function_MR>()<end>,['function_MR']
5RACAO,다음 주에 중요한 미팅이 있어서 준비를 철저히 해야 해 다음으로 이동 멈춰줘,<function_MR>();<function_YA>(move=0)<end>,"['function_MR', 'function_YA']"
5RCSOI,주말 모스크바의 공기질 예보를 보여줘 그 후에 쇼핑할 때 뭘 제일 많이 사,"<function_IO>(timeframe=2, location=모스크바);<function_MR>()<end>","['function_IO', 'function_MR']"
5RDYXT,클래식 음악 들으면 마음이 편해져,<function_MR>()<end>,['function_MR']
